id,name,age,nationality,jersey_number,foot,pos,captain,T_id,appearances,substitutions,goals,penalties,yellow_cards,red_cards
533,Craig Cathcart,32,Northern Ireland,15,Right,CB,0,18,28,4,0,0,3,0
534,Tom Cleverley,31,England,8,Right,CM,1,18,21,9,0,0,2,0
535,Kamil Conteh,24,Germany,45,Right,CB,0,18,0,1,0,0,0,0
536,Troy Deeney,26,France,9,Right,LW,0,18,0,2,0,0,0,0
537,Emmanuel Dennis,23,Nigeria,25,Right,ST,0,18,30,5,10,0,7,1
538,Rob Elliot,35,Republic of Ireland,35,Left,GK,0,18,1,0,0,0,0,0
539,Peter Etebo,25,Nigeria,4,Right,CM,0,18,5,5,0,0,3,0
540,Kiko Femenia,30,Spain,21,Right,RB,0,18,26,2,0,0,2,0
541,Ashley Fletcher,25,England,17,Right,ST,0,18,3,3,2,0,0,0
542,Shaqai Forde,20,Republic of Ireland,47,Right,ST,0,18,0,1,0,0,0,0
543,Ben Foster,38,England,1,Left,GK,0,18,27,0,0,0,0,0
544,Dan Gosling,31,England,16,Right,CM,0,18,3,3,1,0,0,0
545,Cucho Hernandez,22,Colombia,29,Right,ST,0,18,14,14,5,0,4,0
546,Joao Pedro,19,Brazil,10,Right,ST,0,18,16,13,4,0,1,0
547,Christian Kabasele,30,Belgium,27,Right,CB,0,18,13,4,0,0,0,0
548,Samuel Kalu,26,France,28,Right,LW,0,18,2,2,0,0,0,0
549,Hassane Kamara,23,Portugal,14,Left,CAM,0,18,18,1,1,0,3,1
550,Edo Kayembe,20,Argentina,39,Right,RM,0,18,9,4,0,0,0,0
551,Josh King,29,Norway,7,Right,ST,0,18,28,5,5,1,5,0
552,Juraj Kucka,34,Slovakia,33,Right,CM,0,18,22,5,1,0,3,1
553,Imran Louza,22,France,6,Left,CM,0,18,19,3,0,0,6,0
554,Adam Masina,27,Morocco,11,Left,LB,0,18,14,2,0,0,0,0
555,James Morris,24,Germany,42,Right,CB,0,18,1,0,0,0,0,0
556,Jeremy Ngakia,20,England,2,Right,RB,0,18,12,7,0,0,0,0
557,Nicolas Nkoulou,26,Northern Ireland,13,Right,LM,0,18,2,1,0,0,0,0
558,Ozan Tufan,26,Turkey,18,Right,CM,0,18,6,3,0,0,0,0
559,Danny Rose,30,England,3,Left,LB,0,18,8,1,0,0,5,0
560,Samir,26,France,22,Right,LW,0,18,19,0,0,0,4,0
561,Ismaïla Sarr,23,Senegal,23,Right,RW,0,18,21,1,5,0,2,0
562,Ken Sema,27,Sweden,12,Left,LW,0,18,9,12,0,0,1,0
563,Francisco Sierralta,24,Chile,31,Right,CB,0,18,8,0,0,0,1,0
564,Moussa Sissoko,31,France,19,Right,CDM,0,18,37,1,2,0,5,0
565,William Troost-Ekong,27,Nigeria,5,Right,CB,0,18,16,2,0,0,3,0
566,Aji Alese,21,England,42,Left,CB,0,19,1,0,0,0,0,0
567,Michail Antonio,31,Jamaica,9,Right,ST,0,19,45,2,13,0,8,1
568,Keenan Appiah-Forson,24,Germany,59,Right,CB,0,19,0,1,0,0,0,0
569,Alphonse Areola,28,France,13,Right,GK,0,19,18,0,0,0,0,0
570,Harrison Ashby,19,Scotland,50,Right,RB,0,19,2,1,0,0,0,0
571,Jamal Baptiste,17,England,75,Right,CB,0,19,1,0,0,0,0,0
572,Saïd Benrahma,25,Algeria,22,Right,CAM,0,19,31,17,11,0,1,0
573,Jarrod Bowen,24,England,20,Left,RM,0,19,45,6,18,0,8,0
574,Daniel Chesters,31,Spain,51,Right,ST,0,19,0,2,0,0,0,0
575,Vladimír Coufal,28,Czech Republic,5,Right,RB,0,19,29,5,0,0,3,1
576,Aaron Cresswell,31,England,3,Left,LB,0,19,41,1,2,0,4,2
577,Craig Dawson,31,England,15,Right,CB,0,19,45,5,4,0,7,1
578,Issa Diop,24,France,23,Right,CB,0,19,22,4,1,0,2,0
579,Lukasz Fabianski,36,Poland,1,Right,GK,0,19,38,0,0,0,2,0
580,Pablo Fornals,25,Spain,8,Right,LM,0,19,41,13,6,0,5,0
581,Ryan Fredericks,28,England,24,Right,RB,0,19,8,7,0,0,1,0
582,Ben Johnson,21,England,31,Right,RB,0,19,28,6,1,0,1,0
583,Alex Kral,23,Czech Republic,33,Right,CDM,0,19,3,3,0,0,0,0
584,Manuel Lanzini,28,Argentina,10,Right,CAM,0,19,33,12,7,3,6,0
585,Emmanuel Longelo,23,Portugal,56,Left,CAM,0,19,1,0,0,0,0,0
586,Arthur Masuaku,27,Congo DR,26,Left,LWB,0,19,11,10,1,0,1,0
587,Mark Noble,34,England,16,Right,CM,1,19,10,13,2,2,1,0
588,Angelo Ogbonna,33,Italy,21,Left,CB,0,19,11,0,1,0,1,0
589,Sonny Perkins,26,France,64,Right,LW,0,19,1,2,0,0,0,0
590,Freddie Potts,23,Portugal,62,Left,CAM,0,19,0,1,0,0,0,0
591,Declan Rice,22,England,41,Right,CDM,0,19,48,2,5,0,11,0
592,Tomas Soucek,26,Czech Republic,28,Right,CDM,0,19,47,4,6,0,3,0
593,Nikola Vlasic,23,Croatia,11,Right,CAM,0,19,16,15,1,0,0,0
594,Andriy Yarmolenko,31,Ukraine,7,Left,RM,0,19,8,24,3,0,1,0
595,Kurt Zouma,26,France,4,Right,CB,0,19,32,0,1,0,2,0
596,Rayan Aït-Nouri,20,France,3,Left,LWB,0,20,24,3,1,0,4,0
597,Willy Boly,30,Côte d'Ivoire,15,Right,CB,0,20,11,0,0,0,1,0
598,Bruno Jordão,22,Portugal,6,Right,CM,0,20,0,1,0,0,0,0
599,Chem Campbell,18,Wales,77,Right,CAM,0,20,0,1,0,0,0,0
600,Chiquinho,26,Belgium,20,Right,RB,0,20,1,8,0,0,0,0
601,Conor Coady,28,England,16,Right,CB,1,20,41,1,4,0,4,0
602,Luke Cundle,19,England,39,Right,CM,0,20,2,4,0,0,0,0
603,Daniel Podence,25,Portugal,10,Right,LW,0,20,19,11,6,0,2,0
604,Leander Dendoncker,26,Belgium,32,Right,CM,0,20,25,9,3,0,4,0
605,Fábio Silva,18,Portugal,17,Right,ST,0,20,10,16,0,0,1,0
606,Morgan Gibbs-White,26,Northern Ireland,18,Right,LM,0,20,1,2,1,0,1,0
607,HWANG Hee-chan,25,Korea Republic,26,Right,ST,0,20,21,10,5,0,2,0
608,Ki-Jana Hoever,19,Netherlands,2,Right,RWB,0,20,6,4,0,0,1,0
609,Raul Jimenez,30,Mexico,9,Right,ST,0,20,30,6,6,1,5,2
610,Joao Moutinho,34,Portugal,28,Right,CM,0,20,36,3,2,0,4,0
611,Jonny,27,Spain,19,Right,LWB,0,20,10,3,2,0,1,0
612,José Sá,28,Portugal,1,Right,GK,0,20,37,0,0,0,3,0
613,Max Kilman,24,England,23,Left,CB,0,20,34,0,1,0,3,0
614,Marçal,32,Brazil,5,Left,LB,0,20,18,1,0,0,3,0
615,Yerson Mosquera,20,Colombia,14,Right,CB,0,20,1,0,0,0,0,0
616,Nélson Semedo,27,Portugal,22,Right,RWB,0,20,27,1,1,0,1,0
617,Pedro Neto,21,Portugal,7,Left,LW,0,20,5,8,1,0,3,0
618,Ruben Neves,24,Portugal,8,Right,CM,0,20,34,2,4,0,11,0
619,John Ruddy,34,England,21,Right,GK,0,20,5,1,0,0,0,0
620,Romain Saiss,31,Morocco,27,Left,CB,0,20,32,0,3,0,6,0
621,Tote Gomes,26,France,24,Right,LW,0,20,5,0,0,0,1,0
622,Adama Traoré,25,Spain,37,Right,RW,0,20,11,12,1,0,0,0
623,Trincão,21,Portugal,11,Left,RW,0,20,16,14,3,0,0,0
